用户ID,房产信用评分
555717,79.38
555718,79.4
703735,82.03
635270,89.06
313047,81.64
313048,81.83
555719,79.61
555720,79.64
395710,87.5
703736,85.16
555721,72.08
476156,66.68
555722,69.33
158586,92.9
555723,79.91
246003,76.38
476158,73.06
635271,90.52
395711,86.21
703737,84.08
555724,78.11
635272,59.31
476159,43.11
703738,83.34
476160,73.09
703739,82.03
476161,71.07
395712,67.62
246004,56.82
555725,75.93
313050,80.96
313051,76.12
776964,68.73
163942,82.12
635273,81.81
703740,83.77
476162,71.86
555726,79.43
246005,75.69
555727,79.6
395715,87.01
635274,90.47
476163,67.63
635275,85.14
163944,93.37
246006,74.86
555728,69.35
635276,83.23
476164,67.03
158587,92.18
395716,86.78
313052,82.38
635277,90.69
395717,87.97
776965,65.07
313053,78.57
313054,82.2
703741,84.94
313055,80.63
395718,85.66
246008,77.15
476165,74.45
703742,83.64
476166,69.17
635278,90.41
476167,72.76
635279,88.73
395719,87.16
555730,79.49
476168,73.13
703743,84.59
555731,76.32
476169,63.23
246010,65.92
555732,77.98
163947,93.34
555733,79.83
476170,69.6
635280,89.69
158588,89.82
163948,80.88
163949,82.54
246011,76.09
555734,67.38
635281,86.52
555735,75.87
476171,72.26
476172,71.62
703744,83.33
246012,74.33
703745,62.87
635282,68.27
313057,74.03
476173,57.06
163950,92.46
246014,77.19
395720,77.45
163951,88.81
703746,80.49
555737,48.51
635283,59.31
635284,90.52
555738,72.46
246015,69.76
703747,76.73
163953,92.58
163954,93.26
163955,93.14
395721,87.03
313058,81.78
395722,87.36
776966,68.98
313059,81.78
796982,71.53
246016,76.7
555740,78.01
703748,84.54
163956,91.51
246017,76.28
555741,79.38
476174,73.98
313060,81.69
555742,79.9
163957,92.77
163958,92.42
555743,79.41
313061,82.11
313062,81.66
163959,93.04
313063,82.28
555744,79.58
313064,80.15
476176,73.45
313065,82.28
555745,78.9
163960,93.38
703749,85.36
703750,84.83
158590,92.78
555746,79.43
635286,89.5
313066,80.94
635287,89.27
313067,81.17
313068,79.98
476177,71.88
703751,82.03
395723,84.73
163962,93.28
703752,85.18
163963,86.7
395724,87.94
555747,78.81
395725,87.41
555748,78.23
313069,81.48
635288,89.48
555749,79.76
395726,86.33
703753,84.1
776967,65.67
163965,92.03
635289,90.11
163966,93.44
555750,79.93
555751,79.95
476179,74.56
163967,91.89
246018,76.83
476180,73.91
476181,73.99
395728,87.41
163968,92.58
313071,82.25
635290,90.35
476182,74.03
703754,85.15
158591,92.74
395729,85.36
313072,81.47
313073,81.47
313074,82.11
703755,83.37
704375,83.37
635291,90.62
395730,73.99
555752,79.2
704376,84.85
776968,68.72
395731,87.45
704377,85.11
313075,81.38
395732,87.82
313076,80.13
313077,79.55
395733,87.19
555753,79.57
163970,92.86
776969,69.0
704378,82.25
704379,85.2
704380,85.13
555755,78.95
246020,77.03
474681,74.21
555756,79.73
313078,78.44
635292,90.63
246021,76.54
395735,87.69
246022,76.64
555757,79.17
704381,83.11
163971,93.3
163972,93.39
163973,93.1
313080,82.3
313081,81.95
313082,82.37
704382,84.31
313083,81.95
635293,89.67
796984,70.84
395737,87.98
555760,79.5
476183,73.85
704383,85.31
635294,90.3
704384,85.04
395739,87.8
635295,90.3
163977,84.5
555762,79.66
313084,74.78
635296,84.08
246025,71.22
704385,84.55
635298,88.08
704386,82.68
313085,79.33
776970,65.83
163978,92.88
395740,87.63
163979,93.03
395741,85.38
246669,75.83
163980,85.85
313086,79.98
476186,71.23
313087,81.85
395742,87.3
635299,90.09
163981,91.43
555763,77.93
555764,79.68
246670,77.25
246671,76.62
476187,71.88
163982,90.13
555765,76.86
555766,72.08
555767,70.61
635300,85.37
555768,74.57
246672,75.01
395743,87.85
246673,76.15
476188,68.01
313088,73.7
776971,65.07
704387,81.27
246674,73.17
395744,83.97
246675,75.14
476189,71.93
704388,82.73
704389,83.24
635301,90.18
476190,73.69
555769,76.86
635302,87.43
313089,82.03
476191,73.98
555770,79.4
635303,90.63
476192,74.47
163984,92.79
476193,74.35
635304,90.4
246676,77.13
555771,79.66
313090,60.17
395746,87.34
395747,87.34
704390,83.24
776972,62.69
246677,71.88
555772,79.68
313091,81.46
704391,74.03
313092,62.34
476195,72.07
555773,79.84
313093,82.36
246678,72.5
635308,84.06
246679,70.56
395748,83.97
555774,65.89
163986,86.53
635309,90.04
555775,76.92
246680,76.06
313094,81.46
163987,75.99
313095,65.19
555776,70.61
635311,90.4
476196,70.47
246681,76.17
635312,89.64
476197,72.2
704392,83.32
246682,65.67
476198,73.98
395750,88.03
313096,81.95
246683,76.69
163988,92.9
555777,79.24
476202,73.86
635314,90.46
395751,87.81
246684,77.09
555778,79.8
163989,92.95
704394,85.15
476203,73.8
776973,68.4
246685,76.68
635315,89.88
555780,77.39
246686,74.69
313097,82.09
555781,79.42
163991,93.03
163992,93.16
395752,83.35
154966,90.71
313098,82.25
163993,90.91
313099,82.57
635317,90.44
313100,81.83
635319,89.97
313101,82.11
246688,76.21
395753,87.94
704396,85.34
635320,90.74
555783,79.96
476206,74.28
163995,92.58
163996,92.58
395754,87.55
313102,82.33
395755,87.36
246689,74.64
476207,73.86
555784,79.87
811347,71.43
776974,68.73
555785,79.53
395756,87.78
313103,82.08
395757,86.59
635321,89.29
395758,87.41
313104,81.78
246690,76.61
704397,79.65
635322,85.05
704398,81.37
246691,73.27
395759,80.43
776975,68.44
704399,84.64
704400,84.48
635323,90.71
635324,90.18
704401,83.26
154967,93.07
804308,71.47
395760,87.56
476209,74.21
779529,68.68
395761,87.78
163997,92.24
246692,76.66
635325,90.16
246693,76.81
799198,71.66
635326,90.32
635327,90.02
313105,80.22
635328,90.7
313106,81.63
804309,69.97
246694,76.76
704404,85.34
163998,93.41
476211,27.25
246695,76.98
396406,87.78
476212,74.24
313108,79.62
246696,76.17
555787,79.53
779530,68.85
635330,90.67
163999,92.33
396407,87.51
635331,90.08
246697,60.91
704406,53.91
704407,84.71
476214,63.96
396408,51.99
246698,76.38
313110,25.02
476215,74.12
246699,76.66
164000,92.86
804310,70.9
635332,90.46
313111,81.48
246700,62.68
704410,84.27
476216,65.05
154968,83.95
476217,27.25
164001,76.79
555788,34.09
635334,76.87
396409,25.11
396410,36.52
635335,27.81
476218,74.43
396411,87.53
804311,69.71
635336,88.61
246701,76.87
246702,70.79
246703,70.79
396413,87.48
396414,87.48
635337,84.29
313112,29.62
396415,87.84
704413,84.92
164003,93.1
704414,84.81
779531,68.72
476219,72.96
246705,74.51
313113,79.63
396416,85.31
804312,65.39
313114,82.18
635339,89.03
396417,87.77
313115,21.86
313116,81.17
635340,89.27
555789,79.41
396418,87.51
555790,76.63
476221,71.23
164004,90.78
396419,88.02
635341,90.62
396420,88.01
476222,74.51
555791,79.96
555792,79.91
555793,79.87
555794,79.92
704415,36.9
811350,71.83
154969,93.43
635342,83.87
804313,34.75
396421,44.41
396422,87.23
704416,84.33
779532,69.0
313117,25.02
704417,67.66
246707,44.09
164006,92.18
246708,75.98
476225,74.47
704418,84.59
396423,87.1
396424,66.18
704419,67.89
476226,74.02
396425,87.68
246709,77.17
246710,67.91
704420,74.73
396426,77.43
704421,76.01
164008,75.99
555796,21.0
635343,27.81
154970,87.84
246711,77.17
246712,71.78
246713,71.78
164009,56.67
635344,46.63
313118,63.66
476227,72.35
246715,75.05
476228,63.93
313119,72.62
635345,86.58
555797,79.6
804314,71.5
246717,77.07
704422,81.93
164010,90.03
313120,79.0
704423,81.7
313121,81.24
635346,88.8
704424,83.94
476229,73.36
246718,76.06
473717,73.16
164011,93.19
164012,93.19
704426,83.4
704427,84.84
396429,86.8
154971,92.2
246720,74.86
704428,76.32
164013,84.42
164014,88.03
704429,83.24
164015,87.0
164016,90.53
154972,91.5
555798,77.03
246721,76.33
555799,79.03
476230,71.62
246722,75.3
396430,85.12
246723,75.3
779533,8.36
396431,31.45
396432,29.98
635347,32.68
313122,35.35
476231,16.48
396433,61.32
313123,41.96
164017,46.15
635348,88.64
555801,19.16
704431,24.56
396434,25.76
313124,43.72
704432,23.06
313125,20.36
704433,24.56
164020,32.05
396435,37.06
779534,7.75
704434,44.54
704435,83.55
476232,72.6
811352,71.48
635351,85.8
555803,79.5
635352,86.87
313126,81.65
396436,88.06
246726,76.87
804316,71.75
154973,93.23
555804,79.61
164021,93.47
635353,90.65
811353,71.87
396437,87.98
313127,82.66
704437,85.35
635354,90.65
313128,82.57
476233,74.39
164022,90.78
555805,79.44
396438,83.41
246727,73.8
476234,71.1
313129,82.5
246728,76.47
635355,76.25
246729,71.78
164023,87.98
779535,68.98
396439,87.87
476236,69.08
635356,90.68
555806,79.8
164024,90.54
704440,77.2
555807,74.93
555808,74.93
313130,57.26
804317,40.18
476237,72.6
246731,74.33
476238,71.62
313131,82.29
154974,93.07
811354,69.9
476239,71.62
246733,74.33
164025,82.41
246734,72.48
164027,88.85
174300,83.42
174301,73.14
313132,78.93
246735,76.33
555810,79.85
154975,92.92
313133,81.99
476240,73.51
635358,90.37
555811,79.57
476241,36.74
246736,15.85
779536,67.06
246737,75.16
704442,71.96
811355,69.23
396440,87.11
476243,74.46
476244,73.99
313134,82.5
476245,73.99
246738,77.1
555812,79.64
164029,92.77
555813,77.32
704444,84.27
164030,92.79
396441,87.85
704445,85.31
246739,69.65
246740,76.59
164031,93.28
313135,82.25
635359,89.19
246741,76.49
313136,81.57
555814,78.61
396442,87.78
313137,82.22
246742,74.33
779537,69.06
555815,74.34
154976,93.31
704446,84.92
313139,80.61
811356,69.81
246743,77.05
164033,92.48
396443,87.77
246744,77.09
476249,74.38
396445,85.92
704447,85.07
704448,85.17
555817,79.84
313140,81.22
246745,76.86
313141,81.76
704449,83.93
811357,71.42
704450,81.43
779538,68.98
396446,81.94
555819,78.24
555820,78.73
164034,91.94
396447,86.54
164035,93.42
246747,76.93
704451,85.25
704452,84.17
704453,84.25
635361,86.01
164036,92.78
555821,79.67
396448,87.85
635362,90.55
154977,92.95
313144,80.47
635363,90.47
811358,71.75
313145,82.17
804319,71.72
396450,75.79
704454,81.9
635364,89.03
246748,76.66
555823,79.03
313146,81.66
476251,70.83
779539,62.23
704455,84.68
313147,82.03
476252,74.29
704456,83.32
555824,65.89
313148,81.75
555825,75.69
476253,71.13
164037,90.0
555826,76.5
476255,73.08
476256,72.25
476257,73.32
704459,84.12
635366,90.06
555827,79.57
476258,70.67
476259,74.04
396451,87.54
173355,88.03
555828,79.28
804320,69.56
164039,79.39
555829,65.89
811360,71.57
555830,78.82
164040,91.84
555831,74.27
154978,68.52
635368,88.01
476260,73.37
779540,68.1
476261,72.78
476262,73.88
635369,76.25
476263,74.5
635370,89.83
164041,92.95
804321,71.74
396452,87.98
396453,87.97
396454,87.55
313152,82.46
704460,85.24
246749,77.27
635372,90.55
704461,84.5
704462,85.31
164043,92.95
396456,88.04
704463,85.15
635373,90.62
476264,73.97
164044,93.43
246750,77.26
704464,85.31
555832,79.8
704465,85.16
154979,93.44
313153,82.54
704466,84.85
704467,85.32
246751,76.75
704468,85.18
164045,91.58
246753,77.25
704469,85.32
476266,72.68
704470,85.18
313154,82.54
246754,77.24
704471,85.2
396458,88.02
476267,72.68
779541,69.12
164046,93.43
635374,90.64
164047,93.28
804322,71.79
476268,74.35
704472,85.31
164048,93.41
396459,87.89
555833,79.93
635375,90.25
476269,74.05
396460,88.01
476270,74.53
476271,74.36
635376,90.74
246755,77.05
635377,90.74
704473,84.85
313155,82.48
555834,79.88
555835,79.09
476273,74.05
476274,74.24
313156,80.78
476276,74.47
555836,79.88
246756,77.24
164698,93.35
164699,91.58
804323,69.98
164700,93.14
396462,87.89
635378,90.44
246757,77.03
164701,93.4
476278,74.56
328420,82.63
328421,82.54
635379,90.68
635381,89.1
328425,82.57
555838,79.86
328426,82.45
396463,88.03
555839,79.88
164702,93.33
476279,74.3
396464,88.08
328428,82.65
704476,85.32
246758,77.27
704477,85.31
328429,82.59
476280,74.51
811363,71.73
476281,74.51
476282,74.57
804642,71.84
396465,87.95
164704,93.44
555840,79.5
555841,79.78
704480,85.37
555842,79.96
246759,77.27
555843,79.88
328430,82.67
246761,77.24
164705,93.28
811364,71.84
704481,85.32
555844,79.99
246762,76.75
704482,85.31
635384,90.64
476283,74.34
792997,68.93
396467,88.06
804643,71.78
555845,79.94
328431,82.64
555846,79.94
164706,93.37
328432,82.45
396468,86.76
246763,75.96
328433,82.34
476284,74.51
704483,85.29
704485,85.35
635385,88.88
811365,71.74
164707,93.47
476285,74.56
704486,85.04
704487,84.85
704488,85.37
396469,88.01
164708,93.33
555848,79.93
328434,82.57
635386,90.56
704489,85.32
704490,85.24
246764,77.11
396470,88.02
246765,77.22
396471,88.04
246766,77.12
164709,93.25
246768,73.82
246769,77.18
396472,88.06
246770,77.27
164710,93.23
704491,85.37
704492,85.29
246771,77.18
704493,85.36
635387,90.76
396473,88.0
704494,85.31
792998,69.12
555849,79.89
328435,82.67
704495,85.36
476287,72.68
396474,88.07
811366,71.87
555851,79.89
396475,88.04
396476,88.03
164711,93.47
476288,74.38
246772,77.21
476289,74.49
164712,93.38
476290,74.39
396477,87.92
164714,93.44
704498,85.15
635388,89.9
396478,88.01
164715,93.34
704499,85.31
704500,85.18
704501,85.22
555853,79.91
246774,77.27
792999,69.14
396479,87.94
804644,71.35
164717,93.34
704502,85.15
328437,82.6
164718,92.95
635389,90.5
328438,82.54
635390,90.64
635391,90.25
328439,82.58
164719,93.34
328440,82.61
396480,88.01
328441,82.57
811367,71.79
396481,86.4
164720,93.44
804645,71.87
635392,90.42
164721,93.0
556472,79.32
704503,84.36
635393,89.76
164722,92.69
635394,90.65
635395,88.92
328442,70.45
704504,85.26
804646,71.76
635396,88.92
246775,58.67
396482,79.03
328443,64.07
556473,79.26
328445,81.12
246776,74.91
636017,90.44
556474,78.39
704506,84.88
476292,73.28
556475,79.01
636018,89.9
396485,39.6
164724,45.0
556476,79.5
328446,81.21
164725,91.97
328447,68.59
704507,78.43
246778,75.28
704508,85.27
164726,93.0
328448,77.99
556478,79.17
158655,92.5
476293,74.28
636019,90.14
556479,79.32
476294,72.49
636020,87.97
164727,90.67
328449,82.52
476295,73.84
164728,93.07
328451,82.68
328452,82.61
164730,93.38
636021,90.56
636022,90.71
164731,93.23
556480,79.92
704512,85.33
328453,82.64
556481,79.94
328454,82.61
556482,79.91
396487,88.05
328455,82.69
556483,79.9
328456,82.67
556485,79.97
636023,90.77
328457,82.57
556486,79.94
636024,87.3
636025,87.3
476297,71.1
158656,92.54
164732,92.56
164733,92.69
556487,79.06
328458,80.94
396489,86.34
704513,84.75
704514,82.41
328459,79.2
556488,79.84
556489,78.45
328460,77.28
164734,92.77
636026,89.67
164735,93.04
476298,73.98
164736,93.12
476299,74.13
636027,88.45
396490,87.9
246780,73.8
328461,82.02
396491,84.17
396492,86.82
328462,82.03
246781,76.49
246782,70.39
704516,83.85
636028,90.25
636029,88.57
164738,90.78
556492,63.17
476300,73.86
246783,76.5
636030,90.31
793002,68.47
476302,73.86
246784,75.87
396493,87.33
164739,92.37
164740,92.37
556493,79.76
556494,79.72
556495,79.81
328465,81.72
476303,74.25
246785,76.53
476304,74.45
396494,87.18
636034,89.99
793003,68.81
704518,85.01
476305,73.99
158658,93.17
328466,82.4
164742,93.02
396495,87.83
396496,87.62
246786,76.96
704520,85.06
396497,87.29
476306,74.45
164744,93.28
556496,79.78
164745,92.78
396498,87.67
246787,76.58
704521,81.98
396499,87.74
704522,84.5
636035,90.45
158659,93.15
636036,90.53
396501,33.31
704523,30.18
164746,38.71
704524,30.18
636037,59.94
396502,57.24
556497,70.0
246788,74.16
704525,83.06
636038,90.41
636039,90.41
396503,26.65
164747,32.05
476310,25.06
476311,14.2
636040,89.71
793005,68.91
556499,79.61
164748,33.74
164749,88.17
556501,75.97
164750,88.17
636041,90.0
396505,87.3
164751,92.18
164752,91.15
556502,76.23
158660,92.94
328468,78.72
476312,74.44
636042,90.18
636043,89.68
476313,74.0
164753,92.02
704527,73.09
704528,85.16
476314,53.48
704529,60.42
328469,82.59
164754,93.28
158661,93.49
246790,77.24
246791,77.24
636046,90.59
164755,93.41
164756,93.0
793006,68.7
164757,93.47
396506,87.99
556503,79.94
246793,77.06
636047,90.74
556504,79.7
556505,79.94
328470,82.64
246794,77.13
396507,87.7
328471,82.53
793000,69.09
164758,93.3
636049,90.6
396508,87.97
476316,74.07
636050,90.48
246795,76.97
556506,79.67
164759,91.36
164760,91.83
328472,77.58
704530,84.71
328473,81.61
164761,93.41
556508,79.84
636051,89.86
164762,93.43
476317,74.53
246797,76.75
636052,89.03
396510,87.43
556509,79.0
328474,82.03
636053,51.6
328475,78.67
636054,89.19
793007,68.02
704531,81.94
704532,85.11
556510,77.77
556511,78.51
164765,91.84
704533,83.77
328476,80.84
476319,74.51
556513,79.43
476320,73.56
246799,76.96
636056,88.94
476321,74.33
476322,74.11
396511,86.13
396512,87.01
556514,78.91
636057,88.72
328477,82.2
246800,76.89
158662,92.07
704534,83.97
164767,93.32
396513,87.78
704535,85.01
556516,79.61
556517,79.75
158663,93.25
396514,87.72
704537,85.02
328478,82.38
476325,72.51
636058,89.48
793009,67.88
704538,85.28
328479,82.61
396515,88.03
476326,74.45
396516,87.95
636059,90.36
396517,86.73
164769,92.13
396518,87.67
396519,87.41
246801,76.61
556518,79.7
328481,82.31
396520,87.55
246802,76.75
556519,79.71
476327,73.48
476328,74.21
328482,82.41
636060,90.7
164770,93.21
704539,85.07
636061,90.47
704540,85.06
164771,93.47
396521,87.7
158664,93.23
246803,76.95
476329,74.22
636063,90.47
328483,82.03
396522,87.97
704541,85.08
704542,85.12
556520,79.94
246804,76.91
158665,92.9
476330,73.99
636064,90.18
556522,79.19
704544,85.08
396524,87.78
636065,90.63
556523,79.73
164772,93.02
396525,87.72
636066,90.42
396526,87.83
556524,79.38
328484,82.43
704545,32.03
556525,26.63
636067,90.69
328485,82.27
396527,38.36
246806,23.93
476332,47.24
704546,58.04
636068,89.87
704547,84.47
556526,79.21
396528,86.85
164774,92.74
328487,80.75
246807,76.54
556527,78.73
476333,68.2
636070,84.4
636071,84.47
636072,41.06
158666,93.18
636073,88.59
556530,77.17
476334,72.39
556531,79.4
476335,74.0
396530,87.48
396531,87.48
164776,84.83
396532,82.0
164778,89.19
556533,78.24
396533,87.72
636074,84.7
476336,74.1
396534,87.62
556534,79.52
164779,89.03
704548,83.92
476337,73.97
704549,85.31
246808,72.83
246809,71.96
476338,71.88
246810,76.56
476339,56.18
793013,69.16
636076,90.54
636077,73.27
636078,85.13
328489,65.19
328490,79.33
704550,84.06
556535,78.66
396535,87.5
556536,79.52
396536,87.5
396537,87.41
396538,87.41
396539,88.04
636079,90.77
246812,76.45
158667,92.95
556537,79.94
704551,85.32
328495,82.62
476341,73.79
396540,84.62
636083,90.6
704552,83.99
164781,93.39
396541,87.87
636084,90.67
476342,74.03
328497,80.16
556542,78.68
164782,92.5
556543,78.68
246813,77.08
556544,43.89
246814,74.33
636085,88.8
636086,64.02
164783,35.82
164784,32.66
246815,75.53
704554,68.57
556546,79.54
328499,82.17
328500,82.24
704555,84.39
246817,76.29
556547,78.09
556548,79.92
556549,24.78
328501,27.91
396544,83.55
704557,84.83
636087,89.7
164785,93.02
793014,68.15
246818,68.32
476343,74.43
246819,75.81
556553,76.5
396545,84.6
396546,83.42
396547,78.14
158669,90.67
246820,75.07
636089,90.61
328502,82.34
556554,79.64
556555,79.68
328503,81.08
556557,77.46
704558,77.75
328505,82.51
636090,88.26
246821,75.12
328506,81.42
636091,85.38
704559,79.98
556559,71.45
476345,68.15
164787,91.79
328507,82.38
164788,88.35
246822,77.04
396550,87.92
246823,76.62
396551,87.1
636092,90.3
396553,87.18
396552,87.29
704561,84.57
246824,72.72
636093,89.04
556561,79.67
396554,87.83
164790,93.2
328509,82.52
396555,70.43
328510,82.22
793015,68.88
476347,74.12
556562,79.46
328511,82.16
476348,73.89
328512,81.96
164791,92.73
164792,90.0
556563,76.5
556564,76.38
636094,89.24
246825,70.73
164793,92.88
396556,87.71
636095,90.09
556565,79.71
328513,82.61
164795,93.28
328514,82.38
164796,93.09
704563,84.6
164797,92.76
328515,82.33
556566,79.08
164798,93.39
396558,87.83
396559,87.74
636096,90.29
636097,90.42
164799,93.15
556567,79.33
556568,79.72
164801,93.12
328517,82.48
556569,79.77
476349,74.54
246826,77.24
704564,84.63
158671,92.73
396562,87.18
636098,90.18
556571,79.87
793016,69.03
556572,78.33
246828,77.01
164802,62.01
476351,73.28
164803,92.18
556573,79.27
164804,92.77
704565,85.16
556574,68.62
476971,54.24
556575,69.48
328519,82.06
556576,78.69
704566,84.15
328520,80.31
164805,91.11
328521,82.37
476972,72.02
704567,85.02
396563,87.3
164806,93.29
246829,76.86
636099,90.55
556579,79.75
328523,82.08
164807,93.14
328524,82.66
328525,81.89
704568,84.59
328526,82.64
636100,90.64
164809,93.44
158672,93.02
704569,85.34
797023,71.84
704570,85.34
328527,82.61
636101,90.71
164810,93.29
476973,74.56
328528,82.67
636102,90.74
396565,88.09
164811,93.47
636103,90.74
704571,85.29
158673,93.42
636104,90.53
164812,93.44
636105,90.71
396566,88.01
476974,72.58
396567,87.43
246831,73.27
556580,79.62
556581,79.77
166353,93.3
775843,68.74
246832,75.4
704572,84.25
556582,79.72
328531,82.42
636106,90.71
246833,77.07
246834,76.98
328532,82.43
704573,85.08
556584,79.29
476975,74.21
556583,79.8
636108,90.6
328533,82.11
556585,79.75
797024,71.65
328534,82.45
636109,90.54
476976,73.96
396568,84.19
636111,90.01
476977,72.12
328536,81.49
476978,70.32
704574,81.12
396570,86.41
164813,85.85
704575,77.75
246836,76.66
246837,76.45
556586,79.85
636112,90.72
246838,73.83
556587,76.53
396571,88.0
476980,70.29
775844,67.91
556588,78.35
328537,81.05
164814,90.36
396572,87.62
328538,82.5
328539,82.17
396573,87.83
328540,76.97
158674,86.76
476981,73.28
396574,79.11
476982,65.61
328541,78.67
704576,85.3
704577,85.3
556589,78.23
476984,74.32
396575,84.07
476985,74.24
246839,76.8
636114,83.87
476986,67.67
476987,73.63
164815,92.89
556591,75.97
158675,90.0
556592,78.68
164816,93.33
164817,93.37
328543,81.61
164818,93.46
396576,82.98
396577,87.75
704579,84.75
797025,67.87
476988,73.14
476989,73.28
636116,90.4
704580,85.26
396578,87.7
396579,87.18
328545,82.34
636117,90.63
164821,91.73
164822,87.75
775846,17.62
328547,35.35
328548,77.95
164823,90.43
396580,84.87
636118,87.57
396581,85.71
705201,83.01
636119,89.25
705202,85.26
164826,91.95
246842,75.0
476991,72.31
476992,74.2
556594,79.9
636120,90.66
636121,89.68
476994,72.71
636122,87.03
328551,82.34
556596,79.1
328552,75.77
328553,82.56
164827,92.6
246844,75.54
246845,75.93
636123,89.43
705204,83.29
636124,90.66
164828,91.74
476996,72.93
328555,81.03
246846,76.75
705205,84.85
396583,86.97
775847,68.07
164829,92.95
246847,75.63
476997,74.46
556598,79.62
328556,81.97
797027,71.65
705206,85.29
636126,90.69
164830,92.95
328557,81.93
246849,76.59
164831,93.27
164832,93.27
705207,76.82
246850,76.7
705209,67.34
396584,85.91
164833,92.09
396585,87.18
328558,82.48
328559,82.64
705210,85.33
396586,87.84
396587,87.76
396588,87.76
705211,84.79
476998,74.35
636127,90.55
556600,79.73
396589,87.78
396590,87.55
636128,90.48
556601,79.68
164834,93.46
396591,84.12
246851,73.32
556603,67.38
328560,82.53
636129,90.63
164835,93.36
328561,82.59
328562,82.43
476999,74.31
705212,85.24
556605,78.17
396592,75.5
775849,68.26
636131,90.53
328564,21.25
328565,21.2
328566,75.77
556606,76.54
164836,91.67
164837,90.67
811431,18.49
636133,37.39
477001,33.74
636134,41.06
556607,42.29
246854,74.73
556608,79.23
556609,79.94
396594,88.04
636135,90.59
164838,93.41
477003,74.42
705213,85.2
164839,93.47
705214,85.27
811432,71.81
396596,88.09
556610,79.93
328567,82.67
246855,77.21
477002,74.54
477004,74.4
328568,82.61
556611,79.79
636136,90.55
164840,93.43
396597,87.94
797029,71.84
636137,90.71
246856,77.03
556612,79.91
705215,85.36
396598,88.01
556613,79.64
164841,93.46
246857,77.15
705216,85.34
811433,71.85
164842,93.3
164843,93.45
477005,74.36
477006,74.51
328569,82.44
556614,79.97
246858,77.26
556615,79.73
396599,87.85
396600,88.01
246859,77.23
328570,82.62
705217,85.27
705218,85.22
246860,70.8
797030,65.4
246861,76.8
246862,76.82
636107,89.9
636139,90.47
636140,89.78
328571,82.34
328572,80.94
246863,75.98
556618,79.03
394887,87.97
636142,87.97
246864,77.1
705220,80.18
636143,89.69
477008,72.12
705221,82.92
811435,70.14
797031,70.14
396601,79.52
396602,87.19
164846,90.04
636144,90.54
705222,84.81
164847,92.91
246866,74.47
246867,71.64
164848,90.29
246868,76.99
396603,63.12
328573,81.38
705223,84.8
636146,89.88
396604,87.76
705224,85.06
164850,92.58
556622,75.56
164851,90.67
705225,85.11
705226,81.37
705227,83.91
328574,82.45
477011,73.61
164852,93.0
636148,90.39
477013,73.34
477012,74.51
705229,84.95
797032,70.44
636149,90.6
556623,79.7
246869,76.86
636150,90.71
636151,89.03
328575,81.97
705230,84.38
804709,68.44
396606,82.44
328576,79.87
246870,77.03
328577,82.54
705231,84.43
396607,87.12
811436,54.62
556624,62.72
328578,81.72
636152,90.25
636153,87.97
396608,88.04
477014,74.15
804710,69.51
164854,91.95
705234,83.01
328579,81.15
477015,73.05
396609,84.87
246872,74.23
797033,70.85
477016,73.62
556626,79.71
164856,91.95
477017,39.23
556627,53.41
636157,64.21
705235,85.22
811437,70.35
556628,79.87
246874,77.15
328581,81.15
775961,66.81
246875,76.42
477018,74.24
636159,90.4
556630,77.78
477019,73.55
246877,75.75
705237,83.46
477021,74.33
797034,71.63
705238,85.13
636160,90.72
396610,87.95
328582,82.43
636161,90.16
804712,69.42
396612,87.16
636162,90.53
328583,82.55
556631,79.85
328584,82.33
556632,79.8
556633,79.4
246878,74.76
705240,82.86
705241,84.17
246879,76.98
328585,82.38
164859,93.21
775962,68.88
556634,79.19
164860,92.97
636164,90.18
164861,92.88
636165,90.25
556635,79.84
556636,79.47
556637,79.54
246880,76.69
155020,92.89
164862,92.9
164863,92.88
328586,82.27
246881,76.91
328587,82.27
804713,70.91
775854,69.0
636166,90.7
164865,93.18
396615,88.02
477022,73.96
811440,71.42
328589,82.06
247524,76.82
705243,85.1
556638,79.7
636167,90.53
636168,90.23
247526,76.98
636169,89.9
636170,90.26
328590,82.16
396616,87.93
705244,85.23
396617,87.62
247527,76.4
556639,79.53
636171,90.66
705245,85.2
636172,90.04
477023,73.63
775963,21.95
247529,76.92
247530,23.89
705246,33.55
164866,40.09
556640,79.38
477024,74.0
804715,58.29
328591,69.92
164867,79.89
775855,68.55
247531,19.62
164869,92.98
477027,73.98
247532,77.1
396619,87.34
477028,73.98
247534,76.82
328593,82.43
705249,85.02
636173,90.42
247535,77.22
636174,90.38
328594,78.15
775964,19.46
705250,30.61
477029,24.86
397264,86.97
328595,81.57
397265,88.06
397266,88.01
477030,74.54
397267,88.04
155022,93.41
477031,74.42
556642,79.72
556643,79.91
164870,93.41
328596,82.15
705252,85.37
164872,93.42
164873,93.42
397268,88.07
397269,88.02
155023,91.58
705253,85.31
705254,84.43
247536,76.57
328597,82.3
328598,82.32
775965,67.3
705255,83.26
556620,79.94
247537,77.19
397270,87.29
397271,87.98
397272,66.98
164874,58.9
705256,70.01
477033,43.77
556619,79.94
164875,91.73
811442,69.67
247538,75.07
804716,71.72
556645,79.15
705258,84.55
397273,88.03
556646,79.93
477036,74.17
636177,76.69
397274,73.99
636178,90.75
328599,82.03
477038,74.55
328600,82.61
164877,93.44
247539,77.05
477039,74.24
247540,77.14
247541,77.26
155024,92.95
477040,74.56
164878,93.46
705260,85.33
705261,85.24
